constituency_name,year,source,religion,population,percent
Afzalpur,2011,Census 2011 (Proxy Matched),Hindu,189357.0,85.9389395431585
Aland,2011,Census 2011 (Proxy Matched),Hindu,288249.0,84.23235059481541
Aland (SC),2011,Census 2011 (Proxy Matched),Hindu,288249.0,84.23235059481541
Alur,2011,Census 2011 (Proxy Matched),Hindu,79584.0,93.3481907219518
Anekal (SC),2011,Census 2011 (Proxy Matched),Hindu,471217.0,91.04323044969328
Arabhavi,2011,Census 2011 (Proxy Matched),Hindu,667698.75,87.25764216393345
Arasikere,2011,Census 2011 (Proxy Matched),Hindu,202853.0,91.89792572437916
Arkalgud,2011,Census 2011 (Proxy Matched),Hindu,195520.0,95.5690788669746
Athani,2011,Census 2011 (Proxy Matched),Hindu,434579.0,82.64597818314596
Aurad (SC),2011,Census 2011 (Proxy Matched),Hindu,247061.0,88.74317528735632
B.T.M.Layout,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Babaleshwar,2011,Census 2011 (Proxy Matched),Hindu,552381.0,76.60520750268695
Badami,2011,Census 2011 (Proxy Matched),Hindu,298526.0,90.22728646557456
Bagalkot,2011,Census 2011 (Proxy Matched),Hindu,241358.0,84.65315628134711
Bagepalli,2011,Census 2011 (Proxy Matched),Hindu,241816.3,89.29776730009154
Bailhongal,2011,Census 2011 (Proxy Matched),Hindu,0.0,0.0
Bangalore South,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Bangarapet (SC),2011,Census 2011 (Proxy Matched),Hindu,271077.1,85.51802876121829
Bantwal,2011,Census 2011 (Proxy Matched),Hindu,242240.0,61.26764125651272
Basavakalyan,2011,Census 2011 (Proxy Matched),Hindu,271566.0,78.65846770572952
Basavana Bagevadi,2011,Census 2011 (Proxy Matched),Hindu,300615.0,86.2050177649181
Basavanagudi,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Belgaum Dakshin,2011,Census 2011 (Proxy Matched),Hindu,270299.05,80.66688740960942
Belgaum Rural,2011,Census 2011 (Proxy Matched),Hindu,231684.9,80.66688740960943
Belgaum Uttar,2011,Census 2011 (Proxy Matched),Hindu,270299.05,80.66688740960942
Bellary (ST),2011,Census 2011 (Proxy Matched),Hindu,764606.6,82.00489622705656
Bellary City,2011,Census 2011 (Proxy Matched),Hindu,623864.0,80.92366482516549
Belthangady,2011,Census 2011 (Proxy Matched),Hindu,191125.0,71.69275551504376
Belur,2011,Census 2011 (Proxy Matched),Hindu,168043.0,91.1009552310011
Bhadravati,2011,Census 2011 (Proxy Matched),Hindu,275346.0,81.02081531046416
Bhalki,2011,Census 2011 (Proxy Matched),Hindu,237759.0,85.72525689561925
Bhatkal,2011,Census 2011 (Proxy Matched),Hindu,104369.0,64.59437045105709
Bidar,2011,Census 2011 (Proxy Matched),Hindu,131434.2,62.15163180058774
Bidar South,2011,Census 2011 (Proxy Matched),Hindu,160641.80000000002,62.15163180058774
Bijapur City,2011,Census 2011 (Proxy Matched),Hindu,303809.55000000005,76.60520750268695
Bilgi,2011,Census 2011 (Proxy Matched),Hindu,143738.0,89.67147865796599
Bommanahalli,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Byadgi,2011,Census 2011 (Proxy Matched),Hindu,209733.40000000002,82.84330454621582
Byatarayanapura,2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Byndoor,2011,Census 2011 (Proxy Matched),Hindu,229546.2,88.62577201352168
C.V. Raman Nagar (SC),2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Challakere (ST),2011,Census 2011 (Proxy Matched),Hindu,393242.25,94.70390628499537
Chamarajanagar,2011,Census 2011 (Proxy Matched),Hindu,182074.75000000003,92.52261744722597
Chamrajpet,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Chamundeshwari,2011,Census 2011 (Proxy Matched),Hindu,359074.44999999995,80.039991636552
Channagiri,2011,Census 2011 (Proxy Matched),Hindu,258591.0,85.53637407092555
Channapatna,2011,Census 2011 (Proxy Matched),Hindu,225550.0,86.31708661176255
Channarayapatna,2011,Census 2011 (Proxy Matched),Hindu,266748.0,95.33592091437394
Chickpet,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Chikkaballapur,2011,Census 2011 (Proxy Matched),Hindu,190138.0,89.46155004328679
Chikkodi-Sadalga,2011,Census 2011 (Proxy Matched),Hindu,446483.75,83.53610050890585
Chikmagalur,2011,Census 2011 (Proxy Matched),Hindu,112394.1,90.86375219086918
Chiknayakanhalli,2011,Census 2011 (Proxy Matched),Hindu,197329.0,93.02267477490219
Chincholi (SC),2011,Census 2011 (Proxy Matched),Hindu,214075.0,84.18637209137707
Chintamani,2011,Census 2011 (Proxy Matched),Hindu,256001.0,85.88620122789948
Chittapur (SC),2011,Census 2011 (Proxy Matched),Hindu,628808.0,77.78657456431166
Dasarahalli,2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Davanagere North,2011,Census 2011 (Proxy Matched),Hindu,302489.0,80.64471193394517
Davanagere South,2011,Census 2011 (Proxy Matched),Hindu,247491.0,80.64471193394517
Devadurga (ST),2011,Census 2011 (Proxy Matched),Hindu,249949.0,89.07471686278981
Devanahalli (SC),2011,Census 2011 (Proxy Matched),Hindu,191670.0,91.43601339554056
Devar Hippargi,2011,Census 2011 (Proxy Matched),Hindu,326833.0,82.60137739306249
Dharwad,2011,Census 2011 (Proxy Matched),Hindu,145126.09999999998,82.93152208261832
Doddaballapur,2011,Census 2011 (Proxy Matched),Hindu,179825.75,92.3433046055662
Gadag,2011,Census 2011 (Proxy Matched),Hindu,206276.69999999998,80.23814321267338
Gandhi Nagar,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Gangawati,2011,Census 2011 (Proxy Matched),Hindu,369450.75,84.08571057914214
Gauribidanur,2011,Census 2011 (Proxy Matched),Hindu,178941.69999999998,87.84600634366441
Gokak,2011,Census 2011 (Proxy Matched),Hindu,320495.39999999997,87.25764216393345
Govindraj Nagar,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Gubbi,2011,Census 2011 (Proxy Matched),Hindu,244100.0,92.98410013789531
Gulbarga Dakshin,2011,Census 2011 (Proxy Matched),Hindu,199726.44999999998,68.76673535543424
Gulbarga Rural (SC),2011,Census 2011 (Proxy Matched),Hindu,228258.80000000002,68.76673535543425
Gulbarga Uttar,2011,Census 2011 (Proxy Matched),Hindu,142661.75,68.76673535543425
Gundlupet,2011,Census 2011 (Proxy Matched),Hindu,363866.25,94.7372100389099
Gurmitkal,2011,Census 2011 (Proxy Matched),Hindu,336970.0,84.58952854083878
Hadagalli (SC),2011,Census 2011 (Proxy Matched),Hindu,178970.0,91.6765273871908
Hagaribommanahalli (SC),2011,Census 2011 (Proxy Matched),Hindu,173052.0,91.93255346954388
Haliyal,2011,Census 2011 (Proxy Matched),Hindu,63644.1,82.0345685632179
Hangal,2011,Census 2011 (Proxy Matched),Hindu,199658.0,76.65738803248162
Harapanahalli,2011,Census 2011 (Proxy Matched),Hindu,353155.39999999997,89.95208656867646
Harihar,2011,Census 2011 (Proxy Matched),Hindu,598962.6,83.21905860446401
Hassan,2011,Census 2011 (Proxy Matched),Hindu,207309.0,87.21470292756067
Haveri (SC),2011,Census 2011 (Proxy Matched),Hindu,136386.6,81.07767814468438
Hebbal,2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Hirekerur,2011,Census 2011 (Proxy Matched),Hindu,193229.0,83.60729506955413
Holenarasipur,2011,Census 2011 (Proxy Matched),Hindu,312160.0,91.63566252384388
Homnabad,2011,Census 2011 (Proxy Matched),Hindu,241247.0,72.58561448059646
Honnali,2011,Census 2011 (Proxy Matched),Hindu,212310.0,91.03968165484592
Hosakote,2011,Census 2011 (Proxy Matched),Hindu,230187.0,84.99693521110119
Hubli-Dharwad Central,2011,Census 2011 (Proxy Matched),Hindu,0.0,0.0
Hubli-dharwad-East (SC),2011,Census 2011 (Proxy Matched),Hindu,62196.899999999994,82.93152208261832
Hubli-dharwad-West,2011,Census 2011 (Proxy Matched),Hindu,47006.75,81.1177280633939
Hukkeri,2011,Census 2011 (Proxy Matched),Hindu,239992.9,85.86845993938938
Hungund,2011,Census 2011 (Proxy Matched),Hindu,281252.0,87.52528490250143
Hunsur,2011,Census 2011 (Proxy Matched),Hindu,167289.2,90.95464778080526
Indi,2011,Census 2011 (Proxy Matched),Hindu,363547.0,86.31855620902773
Jagalur (ST),2011,Census 2011 (Proxy Matched),Hindu,161525.0,94.00717021103235
Jamkhandi,2011,Census 2011 (Proxy Matched),Hindu,383737.0,81.61560777240862
Jayanagar,2011,Census 2011 (Proxy Matched),Hindu,181121.0,88.23377534417412
Jevargi,2011,Census 2011 (Proxy Matched),Hindu,493222.0,83.0611344445829
K.r.pura,2011,Census 2011 (Proxy Matched),Hindu,79584.0,93.3481907219518
Kadur,2011,Census 2011 (Proxy Matched),Hindu,432708.8,93.03210778691071
Kagwad,2011,Census 2011 (Proxy Matched),Hindu,513370.25,82.78135844115636
Kalaburagi Dakshin,2011,Census 2011 (Proxy Matched),Hindu,188313.51,68.76673535543424
Kalaburagi Rural (SC),2011,Census 2011 (Proxy Matched),Hindu,194019.98,68.76673535543425
Kalaburagi Uttar,2011,Census 2011 (Proxy Matched),Hindu,188313.51,68.76673535543424
Kalghatgi,2011,Census 2011 (Proxy Matched),Hindu,135006.0,87.2926890772603
Kampli (ST),2011,Census 2011 (Proxy Matched),Hindu,746222.0,81.11267394362063
Kanakagiri (SC),2011,Census 2011 (Proxy Matched),Hindu,462329.7,84.77784423956611
Kanakapura,2011,Census 2011 (Proxy Matched),Hindu,330411.0,94.16718679195274
Kapu,2011,Census 2011 (Proxy Matched),Hindu,211516.65,83.51773901517238
Karkal,2011,Census 2011 (Proxy Matched),Hindu,185994.0,86.07207148840072
Karwar,2011,Census 2011 (Proxy Matched),Hindu,136530.0,87.96299279055233
Khanapur,2011,Census 2011 (Proxy Matched),Hindu,222972.0,86.39345342110667
Kittur,2011,Census 2011 (Proxy Matched),Hindu,0.0,0.0
Kolar,2011,Census 2011 (Proxy Matched),Hindu,419716.9,80.51974486417134
Kolar gold field (SC),2011,Census 2011 (Proxy Matched),Hindu,303541.0,78.75794608339172
Kollegal (SC),2011,Census 2011 (Proxy Matched),Hindu,317342.0,88.67942982174245
Koppal,2011,Census 2011 (Proxy Matched),Hindu,340040.25,85.37032527265058
Koratagere (SC),2011,Census 2011 (Proxy Matched),Hindu,156773.0,93.54499943314379
Krishnaraja,2011,Census 2011 (Proxy Matched),Hindu,256481.75,80.03999163655202
Krishnarajanagara,2011,Census 2011 (Proxy Matched),Hindu,329734.8,93.75614969886468
Krishnarajpet,2011,Census 2011 (Proxy Matched),Hindu,252288.0,96.8554086893761
Kudachi (SC),2011,Census 2011 (Proxy Matched),Hindu,0.0,0.0
Kudligi (ST),2011,Census 2011 (Proxy Matched),Hindu,583328.0,94.41989504728052
Kumta,2011,Census 2011 (Proxy Matched),Hindu,139538.0,90.44464609800363
Kundapura,2011,Census 2011 (Proxy Matched),Hindu,476749.8,88.62577201352168
Kundgol,2011,Census 2011 (Proxy Matched),Hindu,87298.25,81.11772806339388
Kunigal,2011,Census 2011 (Proxy Matched),Hindu,201387.0,89.19493495967366
Kushtagi,2011,Census 2011 (Proxy Matched),Hindu,182405.3,91.49800556195399
Lingsugur (SC),2011,Census 2011 (Proxy Matched),Hindu,330813.0,85.76973235606003
Maddur,2011,Census 2011 (Proxy Matched),Hindu,284131.0,96.17475425817108
Madhugiri,2011,Census 2011 (Proxy Matched),Hindu,254415.0,94.9784593789432
Madikeri,2011,Census 2011 (Proxy Matched),Hindu,238928.25,79.72623665748651
Magadi,2011,Census 2011 (Proxy Matched),Hindu,186941.0,91.70922434642688
Mahadevapura (SC),2011,Census 2011 (Proxy Matched),Hindu,93463.0,91.0883273071038
Mahalakshmi Layout,2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Malavalli (SC),2011,Census 2011 (Proxy Matched),Hindu,269474.0,95.1314140469172
Malleshwaram,2011,Census 2011 (Proxy Matched),Hindu,325108.0,92.25015606378753
Malur,2011,Census 2011 (Proxy Matched),Hindu,218518.0,92.2328212054702
Mandya,2011,Census 2011 (Proxy Matched),Hindu,210976.7,92.39822426912487
Mangaluru,2011,Census 2011 (Proxy Matched),Hindu,27058.56,93.3481907219518
Mangaluru City North,2011,Census 2011 (Proxy Matched),Hindu,26262.72,93.3481907219518
Mangaluru City South,2011,Census 2011 (Proxy Matched),Hindu,26262.72,93.3481907219518
Manvi (ST),2011,Census 2011 (Proxy Matched),Hindu,321433.0,86.71675614427929
Maski (ST),2011,Census 2011 (Proxy Matched),Hindu,134680.4,85.63097660223804
Mayakonda (SC),2011,Census 2011 (Proxy Matched),Hindu,549980.0,80.64471193394517
Melukote,2011,Census 2011 (Proxy Matched),Hindu,177109.0,96.59507395610629
Molakalmuru (ST),2011,Census 2011 (Proxy Matched),Hindu,85159.75,92.7316610514991
Moodabidri,2011,Census 2011 (Proxy Matched),Hindu,640781.0,64.4258708508529
Muddebihal,2011,Census 2011 (Proxy Matched),Hindu,243454.0,83.75009890227079
Mudhol (SC),2011,Census 2011 (Proxy Matched),Hindu,257630.0,90.10719969221623
Mudigere (SC),2011,Census 2011 (Proxy Matched),Hindu,76556.9,85.35361418514992
Mulbagal (SC),2011,Census 2011 (Proxy Matched),Hindu,215666.0,83.28962867128816
Mysuru City,2011,Census 2011 (Proxy Matched),Hindu,410370.80000000005,80.03999163655202
Nagamangala,2011,Census 2011 (Proxy Matched),Hindu,175763.0,93.54220663448591
Nagthan (SC),2011,Census 2011 (Proxy Matched),Hindu,248571.45,76.60520750268697
Nanjangud,2011,Census 2011 (Proxy Matched),Hindu,368941.0,95.84824977527914
Nargund,2011,Census 2011 (Proxy Matched),Hindu,85869.0,85.33734831996661
